,label,body_text,body_text_clean,body_text_tokenized,body_text_nostop,body_text_lemmatized
4973,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,Aiyo u so poor thing Then u dun wan 2 eat U bathe already,"['aiyo', 'u', 'so', 'poor', 'thing', 'then', 'u', 'dun', 'wan', '2', 'eat', 'u', 'bathe', 'already']","['aiyo', 'u', 'poor', 'thing', 'u', 'dun', 'wan', '2', 'eat', 'u', 'bathe', 'already']","['aiyo', 'u', 'poor', 'thing', 'u', 'dun', 'wan', '2', 'eat', 'u', 'bathe', 'already']"
4974,ham,Yar... I tot u knew dis would happen long ago already.,Yar I tot u knew dis would happen long ago already,"['yar', 'i', 'tot', 'u', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']","['yar', 'tot', 'u', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']","['yar', 'tot', 'u', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']"
4975,ham,You are gorgeous! keep those pix cumming :) thank you!,You are gorgeous keep those pix cumming  thank you,"['you', 'are', 'gorgeous', 'keep', 'those', 'pix', 'cumming', 'thank', 'you']","['gorgeous', 'keep', 'pix', 'cumming', 'thank']","['gorgeous', 'keep', 'pix', 'cumming', 'thank']"
4976,ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",A boy was late 2 home His father POWER OF FRNDSHIP,"['a', 'boy', 'was', 'late', '2', 'home', 'his', 'father', 'power', 'of', 'frndship']","['boy', 'late', '2', 'home', 'father', 'power', 'frndship']","['boy', 'late', '2', 'home', 'father', 'power', 'frndship']"
4977,ham,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,JADE ITS PAUL Y DIDNåÕT U TXT ME DO U REMEMBER ME FROM BARMED I WANT 2 TALK 2 U TXT ME,"['jade', 'its', 'paul', 'y', 'didnåõt', 'u', 'txt', 'me', 'do', 'u', 'remember', 'me', 'from', 'barmed', 'i', 'want', '2', 'talk', '2', 'u', 'txt', 'me']","['jade', 'paul', 'didnåõt', 'u', 'txt', 'u', 'remember', 'barmed', 'want', '2', 'talk', '2', 'u', 'txt']","['jade', 'paul', 'didnåõt', 'u', 'txt', 'u', 'remember', 'barmed', 'want', '2', 'talk', '2', 'u', 'txt']"
4978,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),Spending new years with my brother and his family Lets plan to meet next week Are you ready to be spoiled ,"['spending', 'new', 'years', 'with', 'my', 'brother', 'and', 'his', 'family', 'lets', 'plan', 'to', 'meet', 'next', 'week', 'are', 'you', 'ready', 'to', 'be', 'spoiled', '']","['spending', 'new', 'years', 'brother', 'family', 'lets', 'plan', 'meet', 'next', 'week', 'ready', 'spoiled', '']","['spending', 'new', 'year', 'brother', 'family', 'let', 'plan', 'meet', 'next', 'week', 'ready', 'spoiled', '']"
4979,ham,So what u doing today?,So what u doing today,"['so', 'what', 'u', 'doing', 'today']","['u', 'today']","['u', 'today']"
4980,ham,I said its okay. Sorry,I said its okay Sorry,"['i', 'said', 'its', 'okay', 'sorry']","['said', 'okay', 'sorry']","['said', 'okay', 'sorry']"
4981,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,Slept I thinkThis time  ltgt  pm is not dangerous,"['slept', 'i', 'thinkthis', 'time', 'ltgt', 'pm', 'is', 'not', 'dangerous']","['slept', 'thinkthis', 'time', 'ltgt', 'pm', 'dangerous']","['slept', 'thinkthis', 'time', 'ltgt', 'pm', 'dangerous']"
4982,ham,Networking job is there.,Networking job is there,"['networking', 'job', 'is', 'there']","['networking', 'job']","['networking', 'job']"
4983,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldviking 29M is inviting you to be his friend Reply YES762 or NO762 See him wwwSMSacugoldviking STOP Send STOP FRND to 62468,"['goldviking', '29m', 'is', 'inviting', 'you', 'to', 'be', 'his', 'friend', 'reply', 'yes762', 'or', 'no762', 'see', 'him', 'wwwsmsacugoldviking', 'stop', 'send', 'stop', 'frnd', 'to', '62468']","['goldviking', '29m', 'inviting', 'friend', 'reply', 'yes762', 'no762', 'see', 'wwwsmsacugoldviking', 'stop', 'send', 'stop', 'frnd', '62468']","['goldviking', '29m', 'inviting', 'friend', 'reply', 'yes762', 'no762', 'see', 'wwwsmsacugoldviking', 'stop', 'send', 'stop', 'frnd', '62468']"
4984,ham,Dont let studying stress you out. L8r.,Dont let studying stress you out L8r,"['dont', 'let', 'studying', 'stress', 'you', 'out', 'l8r']","['dont', 'let', 'studying', 'stress', 'l8r']","['dont', 'let', 'studying', 'stress', 'l8r']"
4985,ham,That's y u haf 2 keep me busy...,Thats y u haf 2 keep me busy,"['thats', 'y', 'u', 'haf', '2', 'keep', 'me', 'busy']","['thats', 'u', 'haf', '2', 'keep', 'busy']","['thats', 'u', 'haf', '2', 'keep', 'busy']"
4986,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,No rushing Im not working Im in school so if we rush we go hungry,"['no', 'rushing', 'im', 'not', 'working', 'im', 'in', 'school', 'so', 'if', 'we', 'rush', 'we', 'go', 'hungry']","['rushing', 'im', 'working', 'im', 'school', 'rush', 'go', 'hungry']","['rushing', 'im', 'working', 'im', 'school', 'rush', 'go', 'hungry']"
4987,ham,Which channel:-):-):):-).,Which channel,"['which', 'channel']",['channel'],['channel']
4988,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,So your telling me I coulda been your real Valentine and I wasnt U never pick me for NOTHING,"['so', 'your', 'telling', 'me', 'i', 'coulda', 'been', 'your', 'real', 'valentine', 'and', 'i', 'wasnt', 'u', 'never', 'pick', 'me', 'for', 'nothing']","['telling', 'coulda', 'real', 'valentine', 'wasnt', 'u', 'never', 'pick', 'nothing']","['telling', 'coulda', 'real', 'valentine', 'wasnt', 'u', 'never', 'pick', 'nothing']"
4989,spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,Phony å£350 award  Todays Voda numbers ending XXXX are selected to receive a å£350 award If you have a match please call 08712300220 quoting claim code 3100 standard rates app,"['phony', 'å', '350', 'award', 'todays', 'voda', 'numbers', 'ending', 'xxxx', 'are', 'selected', 'to', 'receive', 'a', 'å', '350', 'award', 'if', 'you', 'have', 'a', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rates', 'app']","['phony', 'å', '350', 'award', 'todays', 'voda', 'numbers', 'ending', 'xxxx', 'selected', 'receive', 'å', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rates', 'app']","['phony', 'å', '350', 'award', 'today', 'voda', 'number', 'ending', 'xxxx', 'selected', 'receive', 'å', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rate', 'app']"
4990,ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",We made it Eta at taunton is 1230 as planned hope thatÛ÷s still okday Good to see you xx,"['we', 'made', 'it', 'eta', 'at', 'taunton', 'is', '1230', 'as', 'planned', 'hope', 'that', 'û', 's', 'still', 'okday', 'good', 'to', 'see', 'you', 'xx']","['made', 'eta', 'taunton', '1230', 'planned', 'hope', 'û', 'still', 'okday', 'good', 'see', 'xx']","['made', 'eta', 'taunton', '1230', 'planned', 'hope', 'û', 'still', 'okday', 'good', 'see', 'xx']"
4991,ham,I'm hungry buy smth home...,Im hungry buy smth home,"['im', 'hungry', 'buy', 'smth', 'home']","['im', 'hungry', 'buy', 'smth', 'home']","['im', 'hungry', 'buy', 'smth', 'home']"
4992,ham,\HEY KATE,HEY KATE,"['hey', 'kate']","['hey', 'kate']","['hey', 'kate']"
4993,ham,My drive can only be read. I need to write,My drive can only be read I need to write,"['my', 'drive', 'can', 'only', 'be', 'read', 'i', 'need', 'to', 'write']","['drive', 'read', 'need', 'write']","['drive', 'read', 'need', 'write']"
4994,ham,"Just looked it up and addie goes back Monday, sucks to be her",Just looked it up and addie goes back Monday sucks to be her,"['just', 'looked', 'it', 'up', 'and', 'addie', 'goes', 'back', 'monday', 'sucks', 'to', 'be', 'her']","['looked', 'addie', 'goes', 'back', 'monday', 'sucks']","['looked', 'addie', 'go', 'back', 'monday', 'suck']"
4995,ham,Happy new year. Hope you are having a good semester,Happy new year Hope you are having a good semester,"['happy', 'new', 'year', 'hope', 'you', 'are', 'having', 'a', 'good', 'semester']","['happy', 'new', 'year', 'hope', 'good', 'semester']","['happy', 'new', 'year', 'hope', 'good', 'semester']"
4996,ham,Esplanade lor. Where else...,Esplanade lor Where else,"['esplanade', 'lor', 'where', 'else']","['esplanade', 'lor', 'else']","['esplanade', 'lor', 'else']"
4997,ham,Can you talk with me..,Can you talk with me,"['can', 'you', 'talk', 'with', 'me']",['talk'],['talk']
4998,ham,"Hmph. Go head, big baller.",Hmph Go head big baller,"['hmph', 'go', 'head', 'big', 'baller']","['hmph', 'go', 'head', 'big', 'baller']","['hmph', 'go', 'head', 'big', 'baller']"
4999,ham,Well its not like you actually called someone a punto. That woulda been worse.,Well its not like you actually called someone a punto That woulda been worse,"['well', 'its', 'not', 'like', 'you', 'actually', 'called', 'someone', 'a', 'punto', 'that', 'woulda', 'been', 'worse']","['well', 'like', 'actually', 'called', 'someone', 'punto', 'woulda', 'worse']","['well', 'like', 'actually', 'called', 'someone', 'punto', 'woulda', 'worse']"
5000,ham,"Nope. Since ayo travelled, he has forgotten his guy",Nope Since ayo travelled he has forgotten his guy,"['nope', 'since', 'ayo', 'travelled', 'he', 'has', 'forgotten', 'his', 'guy']","['nope', 'since', 'ayo', 'travelled', 'forgotten', 'guy']","['nope', 'since', 'ayo', 'travelled', 'forgotten', 'guy']"
5001,ham,You still around? Looking to pick up later,You still around Looking to pick up later,"['you', 'still', 'around', 'looking', 'to', 'pick', 'up', 'later']","['still', 'around', 'looking', 'pick', 'later']","['still', 'around', 'looking', 'pick', 'later']"
5002,spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,CDs 4u Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed  Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs wwwldewcom1win150ppmx3age16 ,"['cds', '4u', 'congratulations', 'ur', 'awarded', 'å', '500', 'of', 'cd', 'gift', 'vouchers', 'or', 'å', '125', 'gift', 'guaranteed', 'freeentry', '2', 'å', '100', 'wkly', 'draw', 'xt', 'music', 'to', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16', '']","['cds', '4u', 'congratulations', 'ur', 'awarded', 'å', '500', 'cd', 'gift', 'vouchers', 'å', '125', 'gift', 'guaranteed', 'freeentry', '2', 'å', '100', 'wkly', 'draw', 'xt', 'music', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16', '']","['cd', '4u', 'congratulation', 'ur', 'awarded', 'å', '500', 'cd', 'gift', 'voucher', 'å', '125', 'gift', 'guaranteed', 'freeentry', '2', 'å', '100', 'wkly', 'draw', 'xt', 'music', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16', '']"
5003,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,Theres someone here that has a year  ltgt  toyota camry like mr olayiwolas own Mileage is  ltgt kits clean but i need to know how much will it sell for If i can raise the dough for it how soon after landing will it sell Holla back,"['theres', 'someone', 'here', 'that', 'has', 'a', 'year', 'ltgt', 'toyota', 'camry', 'like', 'mr', 'olayiwolas', 'own', 'mileage', 'is', 'ltgt', 'kits', 'clean', 'but', 'i', 'need', 'to', 'know', 'how', 'much', 'will', 'it', 'sell', 'for', 'if', 'i', 'can', 'raise', 'the', 'dough', 'for', 'it', 'how', 'soon', 'after', 'landing', 'will', 'it', 'sell', 'holla', 'back']","['theres', 'someone', 'year', 'ltgt', 'toyota', 'camry', 'like', 'mr', 'olayiwolas', 'mileage', 'ltgt', 'kits', 'clean', 'need', 'know', 'much', 'sell', 'raise', 'dough', 'soon', 'landing', 'sell', 'holla', 'back']","['there', 'someone', 'year', 'ltgt', 'toyota', 'camry', 'like', 'mr', 'olayiwolas', 'mileage', 'ltgt', 'kit', 'clean', 'need', 'know', 'much', 'sell', 'raise', 'dough', 'soon', 'landing', 'sell', 'holla', 'back']"
5004,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,Guess which pub im in Im as happy as a pig in clover or whatever the saying is ,"['guess', 'which', 'pub', 'im', 'in', 'im', 'as', 'happy', 'as', 'a', 'pig', 'in', 'clover', 'or', 'whatever', 'the', 'saying', 'is', '']","['guess', 'pub', 'im', 'im', 'happy', 'pig', 'clover', 'whatever', 'saying', '']","['guess', 'pub', 'im', 'im', 'happy', 'pig', 'clover', 'whatever', 'saying', '']"
5005,ham,ILL B DOWN SOON,ILL B DOWN SOON,"['ill', 'b', 'down', 'soon']","['ill', 'b', 'soon']","['ill', 'b', 'soon']"
5006,ham,Oh k. . I will come tomorrow,Oh k  I will come tomorrow,"['oh', 'k', 'i', 'will', 'come', 'tomorrow']","['oh', 'k', 'come', 'tomorrow']","['oh', 'k', 'come', 'tomorrow']"
5007,ham,Go fool dont cheat others ok,Go fool dont cheat others ok,"['go', 'fool', 'dont', 'cheat', 'others', 'ok']","['go', 'fool', 'dont', 'cheat', 'others', 'ok']","['go', 'fool', 'dont', 'cheat', 'others', 'ok']"
5008,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",My mobile numberpls sms ur mail idconvey regards to achanammaRakheshQatar,"['my', 'mobile', 'numberpls', 'sms', 'ur', 'mail', 'idconvey', 'regards', 'to', 'achanammarakheshqatar']","['mobile', 'numberpls', 'sms', 'ur', 'mail', 'idconvey', 'regards', 'achanammarakheshqatar']","['mobile', 'numberpls', 'sm', 'ur', 'mail', 'idconvey', 'regard', 'achanammarakheshqatar']"
5009,ham,"By the way, 'rencontre' is to meet again. Mountains dont....",By the way rencontre is to meet again Mountains dont,"['by', 'the', 'way', 'rencontre', 'is', 'to', 'meet', 'again', 'mountains', 'dont']","['way', 'rencontre', 'meet', 'mountains', 'dont']","['way', 'rencontre', 'meet', 'mountain', 'dont']"
5010,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,You have WON a guaranteed å£1000 cash or a å£2000 prize To claim yr prize call our customer service representative on 08714712412 between 10am7pm Cost 10p,"['you', 'have', 'won', 'a', 'guaranteed', 'å', '1000', 'cash', 'or', 'a', 'å', '2000', 'prize', 'to', 'claim', 'yr', 'prize', 'call', 'our', 'customer', 'service', 'representative', 'on', '08714712412', 'between', '10am7pm', 'cost', '10p']","['guaranteed', 'å', '1000', 'cash', 'å', '2000', 'prize', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', '08714712412', '10am7pm', 'cost', '10p']","['guaranteed', 'å', '1000', 'cash', 'å', '2000', 'prize', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', '08714712412', '10am7pm', 'cost', '10p']"
5011,ham,U attend ur driving lesson how many times a wk n which day?,U attend ur driving lesson how many times a wk n which day,"['u', 'attend', 'ur', 'driving', 'lesson', 'how', 'many', 'times', 'a', 'wk', 'n', 'which', 'day']","['u', 'attend', 'ur', 'driving', 'lesson', 'many', 'times', 'wk', 'n', 'day']","['u', 'attend', 'ur', 'driving', 'lesson', 'many', 'time', 'wk', 'n', 'day']"
5012,ham,"Uncle G, just checking up on you. Do have a rewarding month",Uncle G just checking up on you Do have a rewarding month,"['uncle', 'g', 'just', 'checking', 'up', 'on', 'you', 'do', 'have', 'a', 'rewarding', 'month']","['uncle', 'g', 'checking', 'rewarding', 'month']","['uncle', 'g', 'checking', 'rewarding', 'month']"
5013,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,Hello boytoy  Geeee  Im missing you today I like to send you a tm and remind you Im thinking of you  And you are loved  loving kiss,"['hello', 'boytoy', 'geeee', 'im', 'missing', 'you', 'today', 'i', 'like', 'to', 'send', 'you', 'a', 'tm', 'and', 'remind', 'you', 'im', 'thinking', 'of', 'you', 'and', 'you', 'are', 'loved', 'loving', 'kiss']","['hello', 'boytoy', 'geeee', 'im', 'missing', 'today', 'like', 'send', 'tm', 'remind', 'im', 'thinking', 'loved', 'loving', 'kiss']","['hello', 'boytoy', 'geeee', 'im', 'missing', 'today', 'like', 'send', 'tm', 'remind', 'im', 'thinking', 'loved', 'loving', 'kiss']"
5014,ham,I think the other two still need to get cash but we can def be ready by 9,I think the other two still need to get cash but we can def be ready by 9,"['i', 'think', 'the', 'other', 'two', 'still', 'need', 'to', 'get', 'cash', 'but', 'we', 'can', 'def', 'be', 'ready', 'by', '9']","['think', 'two', 'still', 'need', 'get', 'cash', 'def', 'ready', '9']","['think', 'two', 'still', 'need', 'get', 'cash', 'def', 'ready', '9']"
5015,ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,Hey galsU all wanna meet 4 dinner at nÌÂte ,"['hey', 'galsu', 'all', 'wanna', 'meet', '4', 'dinner', 'at', 'nìâte', '']","['hey', 'galsu', 'wanna', 'meet', '4', 'dinner', 'nìâte', '']","['hey', 'galsu', 'wanna', 'meet', '4', 'dinner', 'nìâte', '']"
5016,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Dear 0776xxxxxxx Uve been invited to XCHAT This is our final attempt to contact u Txt CHAT to 86688 150pMsgrcvdHGSuite3422LandsRowW1J6HL LDN 18yrs,"['dear', '0776xxxxxxx', 'uve', 'been', 'invited', 'to', 'xchat', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'u', 'txt', 'chat', 'to', '86688', '150pmsgrcvdhgsuite3422landsroww1j6hl', 'ldn', '18yrs']","['dear', '0776xxxxxxx', 'uve', 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150pmsgrcvdhgsuite3422landsroww1j6hl', 'ldn', '18yrs']","['dear', '0776xxxxxxx', 'uve', 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150pmsgrcvdhgsuite3422landsroww1j6hl', 'ldn', '18yrs']"
5017,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,Babe  What are you doing  Where are you  Who are you talking to  Do you think of me  Are you being a good boy Are you missing me Do you love me ,"['babe', 'what', 'are', 'you', 'doing', 'where', 'are', 'you', 'who', 'are', 'you', 'talking', 'to', 'do', 'you', 'think', 'of', 'me', 'are', 'you', 'being', 'a', 'good', 'boy', 'are', 'you', 'missing', 'me', 'do', 'you', 'love', 'me', '']","['babe', 'talking', 'think', 'good', 'boy', 'missing', 'love', '']","['babe', 'talking', 'think', 'good', 'boy', 'missing', 'love', '']"
5018,ham,Great! How is the office today?,Great How is the office today,"['great', 'how', 'is', 'the', 'office', 'today']","['great', 'office', 'today']","['great', 'office', 'today']"
5019,ham,"It's cool, we can last a little while. Getting more any time soon?",Its cool we can last a little while Getting more any time soon,"['its', 'cool', 'we', 'can', 'last', 'a', 'little', 'while', 'getting', 'more', 'any', 'time', 'soon']","['cool', 'last', 'little', 'getting', 'time', 'soon']","['cool', 'last', 'little', 'getting', 'time', 'soon']"
5020,ham,:-( sad puppy noise, sad puppy noise,"['', 'sad', 'puppy', 'noise']","['', 'sad', 'puppy', 'noise']","['', 'sad', 'puppy', 'noise']"
5021,ham,Yes its possible but dint try. Pls dont tell to any one k,Yes its possible but dint try Pls dont tell to any one k,"['yes', 'its', 'possible', 'but', 'dint', 'try', 'pls', 'dont', 'tell', 'to', 'any', 'one', 'k']","['yes', 'possible', 'dint', 'try', 'pls', 'dont', 'tell', 'one', 'k']","['yes', 'possible', 'dint', 'try', 'pls', 'dont', 'tell', 'one', 'k']"
5022,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,Anyway holla at me whenever youre around because I need an excuse to go creep on people in sarasota,"['anyway', 'holla', 'at', 'me', 'whenever', 'youre', 'around', 'because', 'i', 'need', 'an', 'excuse', 'to', 'go', 'creep', 'on', 'people', 'in', 'sarasota']","['anyway', 'holla', 'whenever', 'youre', 'around', 'need', 'excuse', 'go', 'creep', 'people', 'sarasota']","['anyway', 'holla', 'whenever', 'youre', 'around', 'need', 'excuse', 'go', 'creep', 'people', 'sarasota']"
5023,ham,Where you. What happen,Where you What happen,"['where', 'you', 'what', 'happen']",['happen'],['happen']
5024,ham,I was gonna ask you lol but i think its at 7,I was gonna ask you lol but i think its at 7,"['i', 'was', 'gonna', 'ask', 'you', 'lol', 'but', 'i', 'think', 'its', 'at', '7']","['gonna', 'ask', 'lol', 'think', '7']","['gonna', 'ask', 'lol', 'think', '7']"
5025,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,Ur cashbalance is currently 500 pounds  to maximize ur cashin now send GO to 86688 only 150pmeg CC 08718720201 HGSuite3422lands RowW1j6HL,"['ur', 'cashbalance', 'is', 'currently', '500', 'pounds', 'to', 'maximize', 'ur', 'cashin', 'now', 'send', 'go', 'to', '86688', 'only', '150pmeg', 'cc', '08718720201', 'hgsuite3422lands', 'roww1j6hl']","['ur', 'cashbalance', 'currently', '500', 'pounds', 'maximize', 'ur', 'cashin', 'send', 'go', '86688', '150pmeg', 'cc', '08718720201', 'hgsuite3422lands', 'roww1j6hl']","['ur', 'cashbalance', 'currently', '500', 'pound', 'maximize', 'ur', 'cashin', 'send', 'go', '86688', '150pmeg', 'cc', '08718720201', 'hgsuite3422lands', 'roww1j6hl']"
5026,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,PRIVATE Your 2003 Account Statement for shows 800 unredeemed SIM points Call 08715203685 Identifier Code4xx26 Expires 131004,"['private', 'your', '2003', 'account', 'statement', 'for', 'shows', '800', 'unredeemed', 'sim', 'points', 'call', '08715203685', 'identifier', 'code4xx26', 'expires', '131004']","['private', '2003', 'account', 'statement', 'shows', '800', 'unredeemed', 'sim', 'points', 'call', '08715203685', 'identifier', 'code4xx26', 'expires', '131004']","['private', '2003', 'account', 'statement', 'show', '800', 'unredeemed', 'sim', 'point', 'call', '08715203685', 'identifier', 'code4xx26', 'expires', '131004']"
5027,ham,Go chase after her and run her over while she's crossing the street,Go chase after her and run her over while shes crossing the street,"['go', 'chase', 'after', 'her', 'and', 'run', 'her', 'over', 'while', 'shes', 'crossing', 'the', 'street']","['go', 'chase', 'run', 'shes', 'crossing', 'street']","['go', 'chase', 'run', 'shes', 'crossing', 'street']"
5028,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Id like to tell you my deepest darkest fantasies Call me 09094646631 just 60pmin To stop texts call 08712460324 nat rate,"['id', 'like', 'to', 'tell', 'you', 'my', 'deepest', 'darkest', 'fantasies', 'call', 'me', '09094646631', 'just', '60pmin', 'to', 'stop', 'texts', 'call', '08712460324', 'nat', 'rate']","['id', 'like', 'tell', 'deepest', 'darkest', 'fantasies', 'call', '09094646631', '60pmin', 'stop', 'texts', 'call', '08712460324', 'nat', 'rate']","['id', 'like', 'tell', 'deepest', 'darkest', 'fantasy', 'call', '09094646631', '60pmin', 'stop', 'text', 'call', '08712460324', 'nat', 'rate']"
5029,ham,Is there coming friday is leave for pongal?do you get any news from your work place.,Is there coming friday is leave for pongaldo you get any news from your work place,"['is', 'there', 'coming', 'friday', 'is', 'leave', 'for', 'pongaldo', 'you', 'get', 'any', 'news', 'from', 'your', 'work', 'place']","['coming', 'friday', 'leave', 'pongaldo', 'get', 'news', 'work', 'place']","['coming', 'friday', 'leave', 'pongaldo', 'get', 'news', 'work', 'place']"
5030,ham,Hey... Very inconvenient for your sis a not huh?,Hey Very inconvenient for your sis a not huh,"['hey', 'very', 'inconvenient', 'for', 'your', 'sis', 'a', 'not', 'huh']","['hey', 'inconvenient', 'sis', 'huh']","['hey', 'inconvenient', 'si', 'huh']"
5031,ham,Ok i vl..do u know i got adsense approved..,Ok i vldo u know i got adsense approved,"['ok', 'i', 'vldo', 'u', 'know', 'i', 'got', 'adsense', 'approved']","['ok', 'vldo', 'u', 'know', 'got', 'adsense', 'approved']","['ok', 'vldo', 'u', 'know', 'got', 'adsense', 'approved']"
5032,ham,"* Was really good to see you the other day dudette, been missing you!", Was really good to see you the other day dudette been missing you,"['', 'was', 'really', 'good', 'to', 'see', 'you', 'the', 'other', 'day', 'dudette', 'been', 'missing', 'you']","['', 'really', 'good', 'see', 'day', 'dudette', 'missing']","['', 'really', 'good', 'see', 'day', 'dudette', 'missing']"
5033,ham,I want to go to perumbavoor,I want to go to perumbavoor,"['i', 'want', 'to', 'go', 'to', 'perumbavoor']","['want', 'go', 'perumbavoor']","['want', 'go', 'perumbavoor']"
5034,ham,How many times i told in the stage all use to laugh. You not listen aha.,How many times i told in the stage all use to laugh You not listen aha,"['how', 'many', 'times', 'i', 'told', 'in', 'the', 'stage', 'all', 'use', 'to', 'laugh', 'you', 'not', 'listen', 'aha']","['many', 'times', 'told', 'stage', 'use', 'laugh', 'listen', 'aha']","['many', 'time', 'told', 'stage', 'use', 'laugh', 'listen', 'aha']"
5035,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,You wont believe it but its true Its Incredible Txts Reply G now to learn truly amazing things that will blow your mind From O2FWD only 18ptxt,"['you', 'wont', 'believe', 'it', 'but', 'its', 'true', 'its', 'incredible', 'txts', 'reply', 'g', 'now', 'to', 'learn', 'truly', 'amazing', 'things', 'that', 'will', 'blow', 'your', 'mind', 'from', 'o2fwd', 'only', '18ptxt']","['wont', 'believe', 'true', 'incredible', 'txts', 'reply', 'g', 'learn', 'truly', 'amazing', 'things', 'blow', 'mind', 'o2fwd', '18ptxt']","['wont', 'believe', 'true', 'incredible', 'txts', 'reply', 'g', 'learn', 'truly', 'amazing', 'thing', 'blow', 'mind', 'o2fwd', '18ptxt']"
5036,ham,(You didn't hear it from me),You didnt hear it from me,"['you', 'didnt', 'hear', 'it', 'from', 'me']","['didnt', 'hear']","['didnt', 'hear']"
5037,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,Thanks for being there for me just to talk to on saturday You are very dear to me I cherish having you as a brother and role model,"['thanks', 'for', 'being', 'there', 'for', 'me', 'just', 'to', 'talk', 'to', 'on', 'saturday', 'you', 'are', 'very', 'dear', 'to', 'me', 'i', 'cherish', 'having', 'you', 'as', 'a', 'brother', 'and', 'role', 'model']","['thanks', 'talk', 'saturday', 'dear', 'cherish', 'brother', 'role', 'model']","['thanks', 'talk', 'saturday', 'dear', 'cherish', 'brother', 'role', 'model']"
